state,latitude,longitude,uid,stat_abr,date,mmwr_week,week,cases_total,cases_new,death_total,death_new,total_beds,total_icu,used_inpatient,used_icu,distributed_janssen,series_complete_janssen,distributed_moderna,series_complete_moderna,distributed_pfizer,series_complete_pfizer,distributed,dist_per_100k,administered,admin_per_100k,administered_dose1_recip,administered_dose1_pop_pct,series_complete_yes,series_complete_pop_pct,additional_doses,additional_doses_vax_pct,additional_doses_janssen,additional_doses_moderna,additional_doses_pfizer
South Dakota,44.2126995,-100.2471641,SD202115,SD,2021-04-18,16,15,121123,67,1953,0,18046.0,2148.0,10027.0,1162.0,53300,18090,371000,125683,378495,131684,802795,90746,635646,71852,380338,43.0,275463,31.1,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202114,SD,2021-04-11,15,14,119705,0,1946,0,17591.0,2117.0,9532.0,1015.0,52600,16540,347800,115744,339885,117655,740285,83680,594431,67193,362791,41.0,249944,28.3,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202113,SD,2021-04-04,14,13,118361,0,1938,0,17094.0,2024.0,8937.0,1024.0,37300,10244,321900,103056,308295,105968,667495,75452,539915,61031,332349,37.6,219273,24.8,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202112,SD,2021-03-28,13,12,117244,163,1933,0,17752.0,2098.0,9496.0,1060.0,15100,8349,294400,90612,272025,92318,581525,65734,482516,54543,300563,34.0,191284,21.6,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202111,SD,2021-03-21,12,11,115867,144,1923,1,17360.0,2096.0,9014.0,1011.0,12400,5116,267800,79184,240435,79098,520635,58851,424806,48019,267282,30.2,163402,18.5,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202110,SD,2021-03-14,11,10,114623,130,1912,3,16779.0,2026.0,8677.0,964.0,10600,3202,241100,65107,205335,66370,457035,51662,373065,42170,241971,27.4,134683,15.2,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202109,SD,2021-03-07,10,09,113589,211,1900,2,17528.0,2109.0,8933.0,952.0,10600,469,215100,53685,173940,57975,399640,45174,322959,36507,211458,23.9,112133,12.7,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202108,SD,2021-02-28,9,08,112427,134,1888,2,17069.0,2070.0,9026.0,997.0,0,0,0,0,0,0,329300,37223,278285,31457,184028,20.8,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202107,SD,2021-02-21,8,07,111304,139,1863,4,17444.0,2123.0,9292.0,1053.0,0,0,0,0,0,0,266970,30178,232725,26307,156866,17.7,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202106,SD,2021-02-14,7,06,110315,110,1844,6,17675.0,2140.0,9000.0,969.0,0,0,0,0,0,0,182025,20576,160223,18111,111333,12.6,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202105,SD,2021-02-07,6,05,109229,97,1809,5,17276.0,2115.0,9027.0,1063.0,0,0,0,0,0,0,161150,18216,131439,14858,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202104,SD,2021-01-31,5,04,108250,180,1778,3,17427.0,2174.0,9336.0,1064.0,0,0,0,0,0,0,130700,14774,105961,11978,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202103,SD,2021-01-24,4,03,107148,185,1705,9,17080.0,2176.0,9707.0,1180.0,0,0,0,0,0,0,106575,12047,80441,9093,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202102,SD,2021-01-17,3,02,105544,266,1656,23,17316.0,2131.0,9564.0,1225.0,0,0,0,0,0,0,93675,10589,60418,6830,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202101,SD,2021-01-10,2,01,103318,417,1585,15,17346.0,2201.0,9922.0,1177.0,0,0,0,0,0,0,67925,7678,46628,5271,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202153,SD,2021-01-03,1,53,100532,703,1513,12,17284.0,2181.0,9657.0,1208.0,0,0,0,0,0,0,47975,5423,28076,3174,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202052,SD,2020-12-27,53,52,97390,427,1446,0,17733.0,2202.0,9184.0,1169.0,0,0,0,0,0,0,28250,3193,13485,1524,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202051,SD,2020-12-20,52,51,94727,391,1361,11,17709.0,2243.0,9533.0,1287.0,0,0,0,0,0,0,7800,882,7463,844,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202204,NC,2022-01-30,5,04,2426999,11672,21132,50,173532.0,18451.0,115547.0,15385.0,909300,474368,7464360,2134975,11776040,3515159,20149700,192120,15720725,149891,8475190,80.8,6124645,58.4,1466862.0,24.0,25838.0,647427.0,793580.0
North Carolina,35.2145629,-79.8912675,NC202203,NC,2022-01-23,4,03,2302438,20133,20728,55,173934.0,18591.0,115629.0,15541.0,906800,473057,7401260,2128675,11662040,3491957,19970100,190408,15598839,148729,8422484,80.3,6093829,58.1,1428370.0,23.4,25266.0,630746.0,772342.0
North Carolina,35.2145629,-79.8912675,NC202202,NC,2022-01-16,2,02,2113880,34902,20343,51,174300.0,18593.0,113835.0,15372.0,904600,465878,7352160,2113726,11509060,3453168,19765820,188460,15460334,147409,8293784,79.1,6032911,57.5,1379130.0,22.9,24622.0,609542.0,744953.0
North Carolina,35.2145629,-79.8912675,NC202201,NC,2022-01-09,1,01,1892740,21496,20008,41,175709.0,18839.0,118313.0,15615.0,899500,463826,7257860,2107268,11267130,3430782,19424490,185205,15255733,145458,8192254,78.1,6002012,57.2,1304605.0,21.7,23480.0,578855.0,702258.0
North Carolina,35.2145629,-79.8912675,NC202152,NC,2021-12-31,52,52,1695598,21275,19695,32,179035.0,18854.0,116409.0,15393.0,895200,460478,6856120,2098356,11081920,3401314,18833240,179568,14973981,142771,8046107,76.7,5960280,56.8,1211334.0,20.3,21849.0,536291.0,653183.0
North Carolina,35.2145629,-79.8912675,NC202151,NC,2021-12-26,52,51,1629126,4806,19554,27,179223.0,18732.0,110779.0,14837.0,887000,458636,6808240,2093118,10962160,3383614,18657400,177891,14812764,141234,7956372,75.9,5935498,56.6,1167660.0,19.7,21098.0,516262.0,630289.0
North Carolina,35.2145629,-79.8912675,NC202150,NC,2021-12-19,51,50,1591917,3404,19361,19,180119.0,18780.0,115377.0,15220.0,880900,453983,6838380,2082378,10791070,3350352,18510350,176489,14507060,138319,7797865,74.3,5886841,56.1,1073479.0,18.2,19268.0,473090.0,581111.0
North Carolina,35.2145629,-79.8912675,NC202149,NC,2021-12-12,50,49,1567589,2707,19197,18,180538.0,18794.0,117304.0,15526.0,870100,449988,6888980,2067985,10458400,3302383,18217480,173697,14179616,135197,7656164,73.0,5820480,55.5,957938.0,16.5,16780.0,416092.0,525057.0
North Carolina,35.2145629,-79.8912675,NC202148,NC,2021-12-05,49,48,1545728,2503,19062,21,181153.0,18728.0,118496.0,15249.0,854700,444571,6792880,2053411,10255980,3240337,17903560,170704,13813220,131704,7489138,71.4,5738441,54.7,842870.0,14.7,13922.0,358398.0,470541.0
North Carolina,35.2145629,-79.8912675,NC202147,NC,2021-11-28,48,47,1524847,1542,18946,27,180632.0,18660.0,113180.0,14482.0,836500,438012,6749900,2039855,10104900,3182341,17691300,168680,13378128,127556,7282242,69.4,5660326,54.0,694024.0,12.3,10561.0,278616.0,404840.0
North Carolina,35.2145629,-79.8912675,NC202146,NC,2021-11-21,47,46,1513070,1637,18812,18,180688.0,18738.0,113727.0,14571.0,835400,436331,6756360,2029035,10010090,3176813,17601850,167827,13251109,126344,7199639,68.6,5642296,53.8,669208.0,11.9,9975.0,265416.0,393810.0
North Carolina,35.2145629,-79.8912675,NC202145,NC,2021-11-14,46,45,1499365,1744,18692,9,180327.0,18769.0,115856.0,14826.0,815000,430934,6640840,2019634,9701900,3158519,17157740,163593,12952748,123500,7020560,66.9,5609199,53.5,582142.0,10.4,7222.0,215289.0,359624.0
North Carolina,35.2145629,-79.8912675,NC202144,NC,2021-11-07,45,44,1487476,1361,18575,19,180479.0,18780.0,115052.0,14895.0,800900,427522,6440440,2010242,9064950,3141279,16624290,158506,12672715,120830,6866375,65.5,5579160,53.2,486714.0,8.7,4777.0,156692.0,325230.0
North Carolina,35.2145629,-79.8912675,NC202143,NC,2021-10-31,44,43,1476239,1287,18418,28,189720.0,18801.0,114930.0,14917.0,785000,423394,6320380,1983948,8955690,3117088,16061070,153136,12392745,118160,6752302,64.4,5524537,52.7,375174.0,6.8,2080.0,90028.0,283059.0
North Carolina,35.2145629,-79.8912675,NC202142,NC,2021-10-24,43,42,1463854,1587,18219,31,180553.0,18800.0,116003.0,15156.0,728900,420278,5997520,1972022,8662110,3091020,15388530,146724,12098476,115354,6606809,63.0,5483425,52.3,270073.0,4.9,186.0,33843.0,236041.0
North Carolina,35.2145629,-79.8912675,NC202141,NC,2021-10-17,42,41,1449953,1955,17955,42,180389.0,19067.0,116529.0,15504.0,710000,416885,5882160,1958006,8543040,3048213,15135200,144309,11899173,113454,6514998,62.1,5423205,51.7,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202140,NC,2021-10-10,41,40,1432029,2583,17658,35,179958.0,19262.0,116787.0,15551.0,698800,414699,5812980,1945275,8309670,3006977,14821450,141317,11708232,111634,6427692,61.3,5367050,51.2,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202139,NC,2021-10-03,40,39,1409223,2943,17312,69,182614.0,19661.0,117520.0,16372.0,687800,410948,5737100,1899107,8035800,2942401,14460700,137877,11423832,108922,6316982,60.2,5252553,50.1,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202138,NC,2021-09-26,39,38,1380932,4246,16890,69,183430.0,19549.0,118212.0,16375.0,677800,408211,5704120,1878843,7897920,2893703,14279840,136153,11173359,106534,6192013,59.0,5180846,49.4,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202137,NC,2021-09-19,38,37,1344851,4947,16432,58,184199.0,19524.0,118876.0,16438.0,657900,404744,5634920,1859683,7778580,2841080,14071400,134166,11015345,105027,6120727,58.4,5105594,48.7,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202136,NC,2021-09-12,37,36,1300774,6156,15907,66,184058.0,19487.0,117933.0,16606.0,646500,397272,5548420,1834700,7594890,2787931,13789810,131481,10838696,103343,6033903,57.5,5019986,47.9,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202135,NC,2021-09-05,36,35,1255890,6292,15423,73,182709.0,19321.0,117201.0,16391.0,646500,387709,5476460,1806974,7438110,2737125,13561070,129300,10645412,101500,5934830,56.6,4931890,47.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202134,NC,2021-08-29,35,34,1205132,6202,14915,58,181111.0,19298.0,116855.0,16262.0,646500,381968,5417600,1782470,7116360,2679481,13180460,125671,10428500,99432,5818294,55.5,4843999,46.2,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202133,NC,2021-08-22,34,33,1156288,5501,14504,45,180637.0,19229.0,117939.0,16135.0,646500,375783,5316920,1761783,6958950,2620574,12922370,123210,10211909,97367,5699936,54.3,4758220,45.4,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202132,NC,2021-08-15,33,32,1116154,4888,14187,33,180099.0,18913.0,116998.0,15843.0,646500,368454,5214720,1747972,6756540,2573269,12617760,120306,10029789,95630,5587386,53.3,4689773,44.7,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202131,NC,2021-08-08,32,31,1079786,3773,13986,18,180798.0,18907.0,116597.0,15527.0,646500,363414,5123160,1738089,6625140,2539946,12394800,118180,9890927,94306,5493492,52.4,4641521,44.3,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202130,NC,2021-08-01,31,30,1051599,2993,13858,18,180869.0,18943.0,114751.0,14980.0,646500,358450,5052040,1728521,6501840,2511396,12200380,116326,9747467,92938,5389717,51.4,4598420,43.8,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202129,NC,2021-07-25,30,29,1030433,1770,13765,11,181009.0,18956.0,114894.0,14844.0,646500,353971,4983780,1717016,6387540,2484632,12017820,114585,9617181,91696,5299126,50.5,4555670,43.4,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202128,NC,2021-07-18,29,28,1018296,953,13709,5,181130.0,18986.0,113766.0,14609.0,646500,349024,4916340,1705458,6334890,2457073,11897730,113440,9516196,90733,5227926,49.8,4511603,43.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202127,NC,2021-07-11,28,27,1011260,686,13675,4,181679.0,18983.0,113100.0,14540.0,646500,344974,4878020,1693659,6302040,2426374,11826560,112762,9424586,89860,5179764,49.4,4465052,42.6,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202126,NC,2021-07-04,27,26,1007042,454,13644,2,180801.0,19072.0,107703.0,14165.0,646500,340462,4854100,1681364,6216990,2396385,11717590,111723,9337039,89025,5135353,49.0,4418255,42.1,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202125,NC,2021-06-27,26,25,1003918,333,13617,1,181080.0,18987.0,111484.0,14311.0,646500,298689,4811720,1581394,6208800,2226937,11667020,111241,8617951,82169,4732587,45.1,4107062,39.2,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202124,NC,2021-06-20,25,24,1001259,330,13580,3,182287.0,19161.0,112844.0,14617.0,646500,291729,4775620,1564872,6172530,2193919,11594650,110551,8524586,81279,4686713,44.7,4050561,38.6,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202123,NC,2021-06-13,24,23,998568,333,13548,4,182305.0,19218.0,112939.0,14729.0,646300,282614,4735340,1524847,6135090,2132137,11516730,109808,8380622,79906,4642529,44.3,3939639,37.6,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202122,NC,2021-06-06,23,22,995668,372,13502,6,181933.0,19185.0,112322.0,14868.0,646300,277708,4708720,1506157,6101160,2063447,11456180,109230,8248878,78650,4595887,43.8,3847352,36.7,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202121,NC,2021-05-30,22,21,992438,476,13446,8,182527.0,19354.0,110282.0,14561.0,642100,271921,4645680,1481762,6060210,2030016,11347990,108199,8144065,77651,4547004,43.4,3783736,36.1,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202120,NC,2021-05-23,21,20,987593,637,13386,7,186549.0,19866.0,115138.0,15433.0,621600,263601,4560160,1441431,5910450,1991556,11092210,105760,7976665,76055,4457874,42.5,3696623,35.2,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202119,NC,2021-05-16,20,19,981366,813,13296,14,184297.0,19242.0,112936.0,14712.0,603400,253204,4455340,1393066,5818020,1926793,10876760,103706,7736850,73768,4330478,41.3,3573098,34.1,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202118,NC,2021-05-09,19,18,974001,1152,13212,14,184726.0,19147.0,113128.0,14613.0,594900,246032,4316080,1328806,5530200,1834374,10441180,99553,7498381,71494,4248350,40.5,3409247,32.5,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202117,NC,2021-05-02,18,17,964261,1342,13117,6,185943.0,19259.0,114663.0,14964.0,560900,237559,4086800,1250808,5259930,1681433,9907630,94466,7168548,68349,4157863,39.6,3169834,30.2,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202116,NC,2021-04-25,17,16,952670,1475,13040,14,185676.0,19324.0,114954.0,14903.0,543900,231179,3881400,1138566,4816500,1501703,9241800,88117,6727991,64149,4011726,38.3,2871480,27.4,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202115,NC,2021-04-18,16,15,939781,1580,12954,14,185478.0,19419.0,114994.0,14867.0,543900,230351,3483800,1022324,4281810,1341464,8309510,79228,6244401,59538,3807889,36.3,2594167,24.7,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202114,NC,2021-04-11,15,14,925911,1584,12879,14,185147.0,19356.0,112840.0,14594.0,516300,186359,3157100,878947,3809130,1165586,7482530,71343,5640827,53783,3528522,33.6,2230919,21.3,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202113,NC,2021-04-04,14,13,913819,1230,12807,15,184997.0,19315.0,109487.0,14151.0,256500,134042,2893100,746161,3414840,1009695,6564440,62590,5057979,48226,3238031,30.9,1889924,18.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202112,NC,2021-03-28,13,12,902431,1497,12725,13,186086.0,19422.0,112738.0,14484.0,147000,117242,2622200,637060,2911740,898709,5680940,54166,4549839,43381,2952779,28.2,1653037,15.8,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202111,NC,2021-03-21,12,11,890629,1396,12650,15,186100.0,19461.0,113163.0,14385.0,127100,99526,2314000,551021,2491710,785557,4932810,47033,4002867,38166,2608692,24.9,1436129,13.7,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202110,NC,2021-03-14,11,10,878957,1334,12551,14,186449.0,19484.0,111918.0,14535.0,111700,45559,2074000,476446,2082210,697577,4267910,40693,3414474,32556,2193331,20.9,1219606,11.6,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202109,NC,2021-03-07,10,09,867873,1317,12445,21,185949.0,19575.0,110761.0,14416.0,111600,1200,1797500,357626,1715805,629678,3624905,34562,2830672,26989,1805008,17.2,988526,9.4,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202108,NC,2021-02-28,9,08,855650,1735,12307,21,187513.0,19653.0,111597.0,14605.0,0,0,0,0,0,0,2985475,28465,2467755,23529,1574172,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202107,NC,2021-02-21,8,07,839584,2080,12095,34,187476.0,19646.0,112210.0,14872.0,0,0,0,0,0,0,2363200,22532,2068505,19722,1356772,12.9,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202106,NC,2021-02-14,7,06,820923,2463,11830,52,187643.0,19652.0,114058.0,15314.0,0,0,0,0,0,0,2067725,19715,1617435,15422,1149798,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202105,NC,2021-02-07,6,05,797071,3293,11436,54,187737.0,19670.0,115646.0,15700.0,0,0,0,0,0,0,1718275,16383,1242541,11847,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202104,NC,2021-01-31,5,04,761164,4348,10961,77,187617.0,19654.0,114731.0,15891.0,0,0,0,0,0,0,1423475,13572,951657,9074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202103,NC,2021-01-24,4,03,725448,5291,10344,89,187190.0,19615.0,117663.0,16071.0,0,0,0,0,0,0,1246600,11886,636439,6068,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202102,NC,2021-01-17,3,02,683379,6351,9631,101,186420.0,19594.0,117489.0,16352.0,0,0,0,0,0,0,998750,9523,374874,3574,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202101,NC,2021-01-10,2,01,633392,8016,8895,93,185785.0,19473.0,117047.0,16180.0,0,0,0,0,0,0,648250,6181,204684,1952,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202153,NC,2021-01-03,1,53,572508,6593,8199,83,185705.0,19430.0,115741.0,15909.0,0,0,0,0,0,0,420775,4012,108001,1030,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202052,NC,2020-12-27,53,52,520909,2786,7560,71,185881.0,19406.0,111779.0,15694.0,0,0,0,0,0,0,295625,2819,52980,505,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,35.2145629,-79.8912675,NC202051,NC,2020-12-20,52,51,484568,5656,7056,64,185152.0,19493.0,114243.0,15816.0,0,0,0,0,0,0,85800,818,9065,86,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,44.1419049,-120.5380993,OR202204,OR,2022-01-30,5,04,620653,1,6086,0,44261.0,4122.0,30025.0,3312.0,457600,243462,3455120,986053,5356125,1626781,9268845,219759,7264234,172231,3210351,76.1,2861078,67.8,1385413.0,48.4,21533.0,596785.0,766681.0
Oregon,44.1419049,-120.5380993,OR202203,OR,2022-01-23,4,03,570892,0,5936,0,42097.0,3728.0,25890.0,2916.0,457400,242688,3435020,984085,5255825,1618863,9148245,216899,7180124,170236,3194565,75.7,2850230,67.6,1330705.0,46.7,20690.0,576975.0,732644.0
Oregon,44.1419049,-120.5380993,OR202202,OR,2022-01-16,2,02,513391,0,5883,0,45273.0,4340.0,29886.0,3307.0,455700,241067,3405320,980822,5177925,1609041,9038945,214308,7076578,167781,3167740,75.1,2835291,67.2,1259883.0,44.4,19644.0,550322.0,689538.0
Oregon,44.1419049,-120.5380993,OR202201,OR,2022-01-09,1,01,459700,0,5761,0,53978.0,6007.0,37412.0,4416.0,454900,240043,3342220,977959,5053815,1597814,8850935,209850,6955561,164912,3145127,74.6,2819829,66.9,1176584.0,41.7,18465.0,517329.0,640435.0
Oregon,44.1419049,-120.5380993,OR202152,OR,2021-12-31,52,52,421263,0,5655,0,63348.0,6078.0,37633.0,4343.0,452300,239111,3134940,975428,4901265,1587325,8488505,201257,6852504,162469,3125834,74.1,2805561,66.5,1106438.0,39.4,17314.0,486422.0,602371.0
Oregon,44.1419049,-120.5380993,OR202151,OR,2021-12-26,52,51,410565,0,5598,0,63154.0,5951.0,35130.0,4043.0,452300,238405,3132680,973898,4836315,1581199,8421295,199664,6781541,160786,3112179,73.8,2797082,66.3,1056969.0,37.8,16828.0,464286.0,575536.0
Oregon,44.1419049,-120.5380993,OR202150,OR,2021-12-19,51,50,405292,0,5531,0,64284.0,6166.0,37463.0,4476.0,450300,237402,3152480,970844,4796485,1568282,8399265,199142,6640093,157433,3088026,73.2,2779428,65.9,957425.0,34.4,15685.0,420445.0,520999.0
Oregon,44.1419049,-120.5380993,OR202149,OR,2021-12-12,50,49,400188,0,5381,0,64228.0,6165.0,38321.0,4512.0,449400,236177,3146320,968332,4693145,1550134,8288865,196524,6507531,154290,3065344,72.7,2756935,65.4,869543.0,31.5,14211.0,379939.0,475137.0
Oregon,44.1419049,-120.5380993,OR202148,OR,2021-12-05,49,48,394569,0,5243,0,63721.0,6050.0,37389.0,4599.0,444400,234725,3084620,964926,4548385,1522590,8077405,191510,6328863,150054,3035806,72.0,2724119,64.6,752971.0,27.6,11988.0,321257.0,419495.0
Oregon,44.1419049,-120.5380993,OR202147,OR,2021-11-28,48,47,389549,516,5116,0,64232.0,6134.0,36450.0,4441.0,427200,232692,3071100,960298,4457155,1498076,7955455,188619,6122487,145160,2996512,71.0,2692675,63.8,617395.0,22.9,9054.0,249392.0,358747.0
Oregon,44.1419049,-120.5380993,OR202146,OR,2021-11-21,47,46,384062,0,4914,0,64409.0,6074.0,37183.0,4422.0,425200,231894,3056000,958491,4395665,1495345,7876865,186756,6053297,143520,2978992,70.6,2687263,63.7,571439.0,21.3,8066.0,222789.0,340391.0
Oregon,44.1419049,-120.5380993,OR202145,OR,2021-11-14,46,45,378174,0,4750,0,63877.0,6085.0,37296.0,4454.0,418100,230543,3026520,955100,4314195,1489670,7758815,183957,5914100,140220,2939949,69.7,2676664,63.5,481601.0,18.0,6199.0,173274.0,301958.0
Oregon,44.1419049,-120.5380993,OR202144,OR,2021-11-07,45,44,372137,0,4562,0,64637.0,6064.0,37617.0,4455.0,408300,229069,2961100,951951,4072125,1483819,7517725,178241,5777655,136985,2903671,68.8,2666106,63.2,399930.0,15.0,4340.0,126719.0,268705.0
Oregon,44.1419049,-120.5380993,OR202143,OR,2021-10-31,44,43,365053,0,4372,0,64285.0,6183.0,37238.0,4409.0,402500,227246,2910620,948015,4018305,1475821,7331425,173824,5651843,134002,2886384,68.4,2652242,62.9,305283.0,11.5,2037.0,68860.0,234238.0
Oregon,44.1419049,-120.5380993,OR202142,OR,2021-10-24,43,42,357526,0,4284,0,64776.0,6330.0,38366.0,4537.0,375800,225580,2806760,943466,3926415,1466836,7108975,168550,5524510,130983,2868632,68.0,2636958,62.5,211614.0,8.0,318.0,20689.0,190482.0
